id|name|thumb_image|main_image|is_performer
170329|Paul Desmond|https://i.discogs.com/wYJBkQFmMalMwCIPUADc1war9050PFyryT5wp7C8QaE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE3MDMy/OS0xNTk2MDY1MzA4/LTc1NjIuanBlZw.jpeg|https://i.discogs.com/Wwx47KWnKz-mOZi8v63cBhAyZiZ_A_JJDE6ORJdc8O8/rs:fit/g:sm/q:90/h:732/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE3MDMy/OS0xNTk2MDY1MzA4/LTc1NjIuanBlZw.jpeg|1
37733|Gerry Mulligan|https://i.discogs.com/oEBwf6ncTTobCNaQy98bTBDymz5I9iuZd3ngshTOhL4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTM3NzMz/LTE2NDc4MTAzMjct/NjQ4Ni5qcGVn.jpeg|https://i.discogs.com/4AF0yL8xbHt2d-7zpkIUiAEOSEFBbZ-TWPOWhEuT8Q8/rs:fit/g:sm/q:90/h:623/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTM3NzMz/LTE2NDc4MTAzMjct/NjQ4Ni5qcGVn.jpeg|1
251690|Jack Six|||1
1846418|Stanislaw Zagorski|https://i.discogs.com/O1lqLVUQVbWvXdL4oh2lCeDzxyWFijODxNVgBIjNs0s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE4NDY0/MTgtMTU4OTU2MzYy/Ni04MjY1LmpwZWc.jpeg|https://i.discogs.com/9PLTZmuUYPaSUmxb3HWHC71-6AQQ4DzQsi37uo4_sDc/rs:fit/g:sm/q:90/h:798/w:458/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE4NDY0/MTgtMTU4OTU2MzYy/Ni04MjY1LmpwZWc.jpeg|0
251688|Alan Dawson|https://i.discogs.com/Cl8P211RKz_4mEaqRs8FSLNM7E5D15oFShE_ODcZAzI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1MTY4/OC0xMTI2MDE1MzEy/LmpwZWc.jpeg|https://i.discogs.com/o1r-hptzQpNfML8gTiWm5vH2smlTCQWJIl1KOeCIAm4/rs:fit/g:sm/q:90/h:567/w:450/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1MTY4/OC0xMTI2MDE1MzEy/LmpwZWc.jpeg|1
76038|Ilhan Mimaroglu|https://i.discogs.com/-7JSF6Xw4Pi0NNGnLrsqMcUFL6iWqPhWmNZ_wktoISk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTc2MDM4/LTExNDQwODc5OTku/anBlZw.jpeg|https://i.discogs.com/Rc7Z3z7KuDb6IsUE8Bi7ArYpFdEAwDF8EYZfQCUZHw0/rs:fit/g:sm/q:90/h:377/w:252/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTc2MDM4/LTExNDQwODc5OTku/anBlZw.jpeg|0
1939104|David Redfern|https://i.discogs.com/KLwk_Q3-hF-6lWZQErRBlCon1pog1_sgxges0VvKMws/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE5Mzkx/MDQtMTMxNDM4NjYw/OC5qcGVn.jpeg|https://i.discogs.com/kn9KuhfbPC5a8EljOMrU90wglYUIdJ8pIYPsz5Fq3nQ/rs:fit/g:sm/q:90/h:252/w:228/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE5Mzkx/MDQtMTMxNDM4NjYw/OC5qcGVn.jpeg|0
37737|Dave Brubeck|https://i.discogs.com/6l1T2N8QE_uT_KyDrFkQRhzDwLKsq10oYfTmOWw88RM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTM3NzM3/LTExNTgwNTc0NDQu/anBlZw.jpeg|https://i.discogs.com/C8kGOLfp9RBstiZAIp6aOSt9ZmFnP0nL2rXUAVaRwIU/rs:fit/g:sm/q:90/h:519/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTM3NzM3/LTExNTgwNTc0NDQu/anBlZw.jpeg|1
288876|Siegfried E. Loch|||0
264870|Larry Ridley|https://i.discogs.com/niiZNnB6jW6JjwFlQi6y_J-mzHsk3Dv7JW11aarp5zc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2NDg3/MC0xNjAyNjkxNTIw/LTgzNDEucG5n.jpeg|https://i.discogs.com/EJ33P02o8wqiCJ0hY_tgbrhRWUEYNNGETil7G9umf_Y/rs:fit/g:sm/q:90/h:590/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2NDg3/MC0xNjAyNjkxNTIw/LTgzNDEucG5n.jpeg|1
490780|Reid Miles|https://i.discogs.com/_Hr5dTFeZtRRQL0ieDOwSsN_n55cda8n9NfKnKpl4hs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTQ5MDc4/MC0xNTI1OTY4MzI0/LTQzODMuanBlZw.jpeg|https://i.discogs.com/LRmiLyKvpHy2jpB84qoQn9koItWme-PCD09_q0WTQQI/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTQ5MDc4/MC0xNTI1OTY4MzI0/LTQzODMuanBlZw.jpeg|0
257251|"Philly" Joe Jones|https://i.discogs.com/6Z8UFGJc-xlrqtNmrvoxE_B3fHy_GmqiiRxFIfIMVNw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1NzI1/MS0xNjU0ODMxMzYy/LTk3NTYuanBlZw.jpeg|https://i.discogs.com/6CcCQcb9nIWBAPcF6v5Z-WfOdchTOrwEKHptGgi4jyQ/rs:fit/g:sm/q:90/h:749/w:599/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1NzI1/MS0xNjU0ODMxMzYy/LTk3NTYuanBlZw.jpeg|1
252966|Rudy Van Gelder|https://i.discogs.com/S_BqD29v5SMA1YE0iOF5FbqHJJbNaP7kE_exx7VTUGA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1Mjk2/Ni0xNjE3NDQ2MTYw/LTg1MjQuanBlZw.jpeg|https://i.discogs.com/RQlpIgQ6zDQHWB7_Ac_NqGQHARbkq9fbwh_VJPfq2ig/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1Mjk2/Ni0xNjE3NDQ2MTYw/LTg1MjQuanBlZw.jpeg|0
342667|Leonard Feather|https://i.discogs.com/BYIclUP7uHPglC6FHsuiIykgVlhF6AV4VZutMk-oSpk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTM0MjY2/Ny0xNjUzNjU5Njg1/LTg0NDEuanBlZw.jpeg|https://i.discogs.com/dB-TED6iI2j3M4HiSWYLk6OV6H7wwSal3bKFs9idvUk/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTM0MjY2/Ny0xNjUzNjU5Njg1/LTg0NDEuanBlZw.jpeg|0
292019|Francis Wolff|https://i.discogs.com/Rk-PlhaI3jvBbqMBHVL5x-XozzE2lpnZWrI2vTU2uus/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI5MjAx/OS0xMTg5MjA2ODYz/LmpwZWc.jpeg|https://i.discogs.com/0bBLv8a1ThYy9y1NPcXifRruo4wRx7gEUcD4hU9tpno/rs:fit/g:sm/q:90/h:573/w:386/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI5MjAx/OS0xMTg5MjA2ODYz/LmpwZWc.jpeg|0
135873|Cedar Walton|https://i.discogs.com/FFb9eLvrgeE6Npfzsidvsi-Qoi67xB2G4q1gpCZmXm0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTEzNTg3/My0xNDU2MDQ3MzAy/LTgwMjIuanBlZw.jpeg|https://i.discogs.com/G_-W1xSV9zr5nGeON1F-o-MkrTgk8zsF61keXRiY5IE/rs:fit/g:sm/q:90/h:587/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTEzNTg3/My0xNDU2MDQ3MzAy/LTgwMjIuanBlZw.jpeg|1
252962|Alfred Lion|https://i.discogs.com/S-HFhpHkXdQg8JqbWsPBrTGKxOGG42G5jdvhS-OznrE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1Mjk2/Mi0xMTMzODE5NTIx/LmpwZWc.jpeg|https://i.discogs.com/rwc-ZHj97Fr7Bz7TIYQGhjRXaBavN7uiN0y-B1AgEuY/rs:fit/g:sm/q:90/h:208/w:94/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1Mjk2/Mi0xMTMzODE5NTIx/LmpwZWc.jpeg|0
264872|Jimmy Heath|https://i.discogs.com/IvoTJLkjXRWWuyz0dFq7j_4qCAcId82eioLsFudy_b4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2NDg3/Mi0xNjI1MjI3NTIx/LTExMTQuanBlZw.jpeg|https://i.discogs.com/p4yrTa4zCH56-N3SgkGmfGOPAffIM-4HR_iQmNNNfXE/rs:fit/g:sm/q:90/h:647/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2NDg3/Mi0xNjI1MjI3NTIx/LTExMTQuanBlZw.jpeg|1
264871|Julian Priester|https://i.discogs.com/WiMCI9Fa_qmRVcmvZDvjEI__4N6WjhB8TXmIIVGN7Mw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2NDg3/MS0xMTEzNTUwODQ1/LmpwZw.jpeg|https://i.discogs.com/QBZErepROmkLhEeTzjtc7pE8WebIyFP2Azw8LhAiWG0/rs:fit/g:sm/q:90/h:289/w:200/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2NDg3/MS0xMTEzNTUwODQ1/LmpwZw.jpeg|1
55745|Freddie Hubbard|https://i.discogs.com/_RtTQd86jB7hdoHAIvso7BoxuOXe3MY_fkwzTAKCNOc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTU1NzQ1/LTEyODgxOTY5Njgu/anBlZw.jpeg|https://i.discogs.com/UyFyEkVVMQPP_OhPra48KieKNjWCEeiSs3ZEcz1d_bA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTU1NzQ1/LTEyODgxOTY5Njgu/anBlZw.jpeg|1
259080|George Morrow|https://i.discogs.com/Gt1DRU86D0IKipKuX0V5WERzG4Uq247wkWWEiGoY2Vs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1OTA4/MC0xMzM1MTczNjkx/LmpwZWc.jpeg|https://i.discogs.com/H1e_wClKI6gaw24QOWX2GPfYYajwWyfZidn8Lds0_1M/rs:fit/g:sm/q:90/h:259/w:199/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1OTA4/MC0xMzM1MTczNjkx/LmpwZWc.jpeg|1
154315|Neal Hefti|https://i.discogs.com/_o43j6qi4DXAQixa-BzIPTcODXb63yv5JVCaSYS4AR4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE1NDMx/NS0xMzA3NTM2NDYy/LmpwZWc.jpeg|https://i.discogs.com/Go4vq33tutk5nvASnYSdDmzvJigwTpzFNwsozhjWBms/rs:fit/g:sm/q:90/h:343/w:255/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE1NDMx/NS0xMzA3NTM2NDYy/LmpwZWc.jpeg|0
229498|Max Roach|https://i.discogs.com/E0Lum2xxdQdQ4660JwFJwFJHbhVGrZEFSRGSd75k5pM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTIyOTQ5/OC0xMjE5OTU5NjQ4/LmpwZWc.jpeg|https://i.discogs.com/bqzh988F22_yEsWdwTNllfwzCyjQxaS9yr9MRWNxPFQ/rs:fit/g:sm/q:90/h:542/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTIyOTQ5/OC0xMjE5OTU5NjQ4/LmpwZWc.jpeg|1
260721|Barry Galbraith|https://i.discogs.com/nH4f8bzsvJP4jinWOR6108SwcVAlsSFTUY46sNfsBfA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2MDcy/MS0xMTUyNzAwOTQy/LmpwZWc.jpeg|https://i.discogs.com/V4-kTfBXIwYU4JkesYuFp0nAnOc561pZLpohCbQArIA/rs:fit/g:sm/q:90/h:156/w:184/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2MDcy/MS0xMTUyNzAwOTQy/LmpwZWc.jpeg|1
259083|Richie Powell|https://i.discogs.com/fAfz5HNBZNybJimhJ0QxydqHv4zVYpwHRJz2J_DpuOw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1OTA4/My0xMjk1MjYxNzE4/LmpwZWc.jpeg|https://i.discogs.com/GlLZ4ifd3-ZUQW6MXyThJeicz5TrXvwMui_YY2DlyKM/rs:fit/g:sm/q:90/h:333/w:437/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1OTA4/My0xMjk1MjYxNzE4/LmpwZWc.jpeg|1
259082|Clifford Brown|https://i.discogs.com/hsahJM3A7K5LVYF_0pXamHDQ97KreWzN463ookdhXs4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1OTA4/Mi0xMjU3MzcwMjU3/LmpwZWc.jpeg|https://i.discogs.com/VatwDh4UIDygGahA_ml8T5B03IrL6LA7pyC4Qw7QZ9o/rs:fit/g:sm/q:90/h:600/w:579/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1OTA4/Mi0xMjU3MzcwMjU3/LmpwZWc.jpeg|1
307700|Eddie Jones|https://i.discogs.com/0oRQMiHrZNaiR5Aj1OdRY_IhQ0xrPsud6-8qhUHBkWM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTMwNzcw/MC0xNjAzOTYzNjY2/LTUyNjguanBlZw.jpeg|https://i.discogs.com/1fwvQY020lEy0v1j7m0XyuBY44i76cLQgcaiUeUAjkE/rs:fit/g:sm/q:90/h:505/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTMwNzcw/MC0xNjAzOTYzNjY2/LTUyNjguanBlZw.jpeg|1
228917|Kenny Clarke|https://i.discogs.com/VXZj5_ZmxaUobfww4ZuFVhASAaDtvQ7yMD6D-70NzOA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTIyODkx/Ny0xNjI2MTM1Mzg0/LTUxNzYuanBlZw.jpeg|https://i.discogs.com/hGg38e48xgd82Y7OYBwxOe6PDJ85vcTEUsmV0eEIPBU/rs:fit/g:sm/q:90/h:617/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTIyODkx/Ny0xNjI2MTM1Mzg0/LTUxNzYuanBlZw.jpeg|1
10096|Frank Wess|https://i.discogs.com/44KAZihZFgLBFrV2BAq2m77FEFu8wXzRRYGsRzKAqds/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTEwMDk2/LTE0NjQ4NzE3ODkt/OTkwNC5qcGVn.jpeg|https://i.discogs.com/TBb5d5BFJUmVvABGnig4Uw14Z5PMzrw4BMTKzNfhaF0/rs:fit/g:sm/q:90/h:527/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTEwMDk2/LTE0NjQ4NzE3ODkt/OTkwNC5qcGVn.jpeg|1
1688575|H. Alan Stein|||0
265629|Hank Jones|https://i.discogs.com/LAZZitCT-vkJNWFf4wpaK-mNen8gsICCisqavKW1S88/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2NTYy/OS0xMzMwNzAwMTEw/LmpwZWc.jpeg|https://i.discogs.com/x7MzZo6b3M6PoyPhIKyLLtzIwMnU1CyfAHINVmXAoHk/rs:fit/g:sm/q:90/h:759/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2NTYy/OS0xMzMwNzAwMTEw/LmpwZWc.jpeg|1
256568|Ozzie Cadena|https://i.discogs.com/XyuU-fec_KzHUy-olhKWQwAn297GGgt2TsdD-s4ACkU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1NjU2/OC0xMjE4NzczMzI1/LmpwZWc.jpeg|https://i.discogs.com/6YkC8O4WaEaX3c9LZjR4pUXrNA5NKHJCPctD7aJ0yaY/rs:fit/g:sm/q:90/h:366/w:339/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1NjU2/OC0xMjE4NzczMzI1/LmpwZWc.jpeg|0
149254|Milt Jackson|https://i.discogs.com/ZXOUezbS2KR_OLD3rqkuYeNmXWWl_BduObPV4sYEd84/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE0OTI1/NC0xNTgzODQzODky/LTQ3MTAuanBlZw.jpeg|https://i.discogs.com/IRmnOfEoVe7Mi2Ow_FvC7wXVdl-LFL3rLdosAW-QJTM/rs:fit/g:sm/q:90/h:477/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE0OTI1/NC0xNTgzODQzODky/LTQ3MTAuanBlZw.jpeg|1
169989|Eberhard Weber|https://i.discogs.com/TUMI3TzXA1blnpLr8vaPuBj0r76yz6gozWuR0UYyBEM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE2OTk4/OS0xMTk1ODI5ODEx/LmpwZWc.jpeg|https://i.discogs.com/rDUmBaW0afg6iGRrbJ8bUxaiI578zAODVNLqTF9nVWo/rs:fit/g:sm/q:90/h:450/w:366/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTE2OTk4/OS0xMTk1ODI5ODEx/LmpwZWc.jpeg|1
1829224|Heinz Bähr (2)|||0
343046|Kenny Clare|https://i.discogs.com/T8mCJJuL9s8efcJBs-DO1AYPSPhYzs5zVkmo24Ar5sg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTM0MzA0/Ni0xMTM0NzI4NTE1/LmpwZWc.jpeg|https://i.discogs.com/KR5btX_ITrbBiY19dY_0Ha1sxwOavKXhXHNfEkeHYLE/rs:fit/g:sm/q:90/h:659/w:536/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTM0MzA0/Ni0xMTM0NzI4NTE1/LmpwZWc.jpeg|1
506272|Rolf Donner|https://i.discogs.com/K-BV9hUvN8F2AcQp10gZ0XY_p3L1In2uUzvfNE5yn5w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTUwNjI3/Mi0xMjk0NTA3Mzg3/LmpwZWc.jpeg|https://i.discogs.com/yvNW-7u3FJ6FBmoB4AY4rOOcZ4jFh1ogjOBQauIC4kM/rs:fit/g:sm/q:90/h:369/w:517/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTUwNjI3/Mi0xMjk0NTA3Mzg3/LmpwZWc.jpeg|0
104673|Joe Pass|https://i.discogs.com/cvqNt_t7lgJ-Zs-rx5AyAWMg23-3-0-5iqY1X7Ye1eI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTEwNDY3/My0xNjM1NTg2MDI5/LTk4MzMuanBlZw.jpeg|https://i.discogs.com/u8a5rnuMseS6cR0ILWP6BG4NLsxECpnap0azc4K85qQ/rs:fit/g:sm/q:90/h:500/w:480/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTEwNDY3/My0xNjM1NTg2MDI5/LTk4MzMuanBlZw.jpeg|1
2001589|Hubertus Mall|||0
2264030|German Hasenfratz|||0
319919|Hans Georg Brunner-Schwer|https://i.discogs.com/tLoZIkc7gvN6kSkHIh8-wMfm1qJjBsZEYEV50oq-zOU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTMxOTkx/OS0xNjIyMzk0NzY0/LTg4MzcuanBlZw.jpeg|https://i.discogs.com/N7mP2fQu7UedozSNOi8oDDL3v95i6WGyv5asI3Nkp9c/rs:fit/g:sm/q:90/h:335/w:279/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTMxOTkx/OS0xNjIyMzk0NzY0/LTg4MzcuanBlZw.jpeg|0
318693|Willi Fruth|https://i.discogs.com/GpquLCKKx-SkqhBY0iFvgXHknwQyykXflqxuh9CBDCs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTMxODY5/My0xMzMzMzYxNDk4/LmpwZWc.jpeg|https://i.discogs.com/U27hECXZzncB-0EgRpc_bzyLmZIwrHwG2uQlxzNklkQ/rs:fit/g:sm/q:90/h:245/w:180/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTMxODY5/My0xMzMzMzYxNDk4/LmpwZWc.jpeg|0
295777|George Tucker|https://i.discogs.com/6QyhN2TqX8XOLq-jsJrQAGkntH5lSSYro6eEVCmBFHo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI5NTc3/Ny0xNjEwMjk4NDc5/LTY5MzMuanBlZw.jpeg|https://i.discogs.com/997VlHcd820XVKBeyXS1AfYE0Q2GnGjE3zU8EDXghHc/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI5NTc3/Ny0xNjEwMjk4NDc5/LTY5MzMuanBlZw.jpeg|1
268270|Al Harewood|https://i.discogs.com/QfPr0HVBiX1vfoAKVLRxZRP8y6RNeYPxN_jJr492Hjg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2ODI3/MC0xMTg1Mzk2MDY4/LmpwZWc.jpeg|https://i.discogs.com/D7f_5-hhDi_nfjJi4khUIi23vzV2EWl-pxogeVpBaLc/rs:fit/g:sm/q:90/h:289/w:200/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI2ODI3/MC0xMTg1Mzk2MDY4/LmpwZWc.jpeg|1
332791|Nat Hentoff|https://i.discogs.com/W-5dlqWLb45zqT66Dm7TT7wV7brgFIL4ND_FbyY85nc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTMzMjc5/MS0xMTQ3MjQ2MDc4/LmpwZWc.jpeg|https://i.discogs.com/PFnetr1fpw3RcIlfQj4XZK4VzN9FojR-v0Pgn1dS7pI/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTMzMjc5/MS0xMTQ3MjQ2MDc4/LmpwZWc.jpeg|0
253065|Horace Parlan|https://i.discogs.com/k-z8sSll_ZJgtzPD_DH63XaagslWKEOE9e_2eF9olaE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1MzA2/NS0xMTA4NzAwOTc2/LmpwZw.jpeg|https://i.discogs.com/08CVLHCe24wy2iNXqvf85qgl9312kNFj_36FAQ_jsdM/rs:fit/g:sm/q:90/h:323/w:189/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1MzA2/NS0xMTA4NzAwOTc2/LmpwZw.jpeg|1
122384|Jackie McLean|https://i.discogs.com/BHopC-f4K-17CXxb23oczVvxttBc1qDXdfyW0e5qTwY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTEyMjM4/NC0xNjQ3ODAwNzY3/LTkxODcuanBlZw.jpeg|https://i.discogs.com/MHgx9GH2chxmMw6FblMvQdi37b3DSy4QxEc7lDL0E24/rs:fit/g:sm/q:90/h:480/w:479/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTEyMjM4/NC0xNjQ3ODAwNzY3/LTkxODcuanBlZw.jpeg|1
255979|Addison Farmer|https://i.discogs.com/m4t-kkAflXEL17msSxbch7Cy37CBgTr3ed8yu-06quU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1NTk3/OS0xNjQyMTc4MTQx/LTYzMTIuanBlZw.jpeg|https://i.discogs.com/_qQeUlThmagQj1g8KIsy8eOPscDTBGYzAT4w2F-u1Zo/rs:fit/g:sm/q:90/h:248/w:216/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTI1NTk3/OS0xNjQyMTc4MTQx/LTYzMTIuanBlZw.jpeg|1
